Timestamp,"1. Age
Example: 23 [Restricted to 19ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½","  2. Gender
Example: Male  ","3. Study_Hours (per day) 
Example: 3","4. Class_Attendance (%) 
Example: 85 ","5. Tuition (Private Coaching) 
Example: Yes","6. Exam_Frequency (per semester) 
Example: 4",7. Assignment_Load (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"8. Sleep_Hours (per day) 
Example: 6","9. Physical_Exercise (hours per week) 
Example: 2 ","10. Social_Media_Use (hours per day) 
Example: 3","11. Screen_Time (hours per day) 
Example: 6 ","12. Family_Income_Level 
Example: Middle",13. Peer_Pressure (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,14. Family_Support (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15. Anxiety_Level (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"16. University_Type 
Example: Public University",17. Stress_Score (1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"18. Stress_Level 
Example: Moderate"
2025/11/16 06:48:21 AM GMT+6,23,Male,4,44,No,9,5,6,Yes,7,2,High,6,5,1,National University,11,Medium
2025/11/16 07:24:49 AM GMT+6,23,Male,1,73,No,9,2,5,Yes,0,2,High,8,1,6,Public University,11,Medium
2025/11/16 08:01:18 AM GMT+6,19,Female,8,56,No,2,5,8,No,2,1,Medium,6,7,4,National University,-1,Low
2025/11/16 08:37:47 AM GMT+6,22,Female,6,43,Yes,3,2,4,Yes,6,1,Medium,4,3,2,Private University,5,Low
2025/11/16 09:14:16 AM GMT+6,19,Male,3,84,Yes,3,6,4,No,0,9,High,7,7,9,Public University,16,Medium
2025/11/16 09:50:44 AM GMT+6,20,Male,8,66,No,4,6,9,Yes,1,7,Low,3,7,9,Private University,9,Low
2025/11/16 10:27:13 AM GMT+6,22,Female,3,42,No,6,4,6,Yes,7,10,Medium,5,9,3,Public University,13,Medium
2025/11/16 11:03:42 AM GMT+6,21,Female,3,49,No,9,2,7,No,7,2,Medium,4,9,5,Private University,9,Low
2025/11/16 11:40:11 AM GMT+6,24,Male,5,53,Yes,1,8,9,Yes,1,11,Low,3,9,2,Private University,3,Low
2025/11/16 12:16:40 PM GMT+6,24,Female,6,55,Yes,3,5,9,Yes,3,5,High,7,7,1,Private University,-1,Low
2025/11/16 12:53:08 PM GMT+6,21,Female,7,89,Yes,7,3,5,No,4,10,Low,2,6,3,National University,16,Medium
2025/11/16 01:29:37 PM GMT+6,23,Female,2,78,No,2,9,4,No,0,11,Medium,2,9,8,Private University,17,Medium
2025/11/16 02:06:06 PM GMT+6,21,Female,1,92,No,7,7,7,Yes,5,7,Medium,7,2,1,National University,16,Medium
2025/11/16 02:42:35 PM GMT+6,21,Female,4,76,Yes,7,3,4,Yes,3,9,Low,2,9,6,National University,13,Medium
2025/11/16 03:19:03 PM GMT+6,24,Female,4,86,No,4,1,9,Yes,4,5,Medium,6,7,7,Private University,3,Low
2025/11/16 03:55:32 PM GMT+6,20,Male,9,63,Yes,4,8,4,No,1,3,Medium,6,6,9,National University,15,Medium
2025/11/16 04:32:01 PM GMT+6,20,Female,1,82,No,1,4,8,Yes,7,10,Low,4,7,2,Private University,7,Low
2025/11/16 05:08:30 PM GMT+6,19,Female,6,72,No,4,2,8,Yes,4,7,Medium,8,1,7,Private University,13,Medium
2025/11/16 05:44:59 PM GMT+6,21,Male,5,47,Yes,5,6,8,Yes,6,5,Low,4,6,4,Public University,10,Low
2025/11/16 06:21:27 PM GMT+6,19,Female,4,56,No,4,8,7,Yes,5,5,Low,3,5,3,National University,11,Medium
2025/11/16 06:57:56 PM GMT+6,23,Male,1,63,Yes,4,3,4,Yes,0,10,High,3,8,4,National University,7,Low
2025/11/16 07:34:25 PM GMT+6,22,Male,9,40,No,7,4,8,Yes,5,7,Medium,1,6,2,National University,9,Low
2025/11/16 08:10:54 PM GMT+6,20,Female,6,46,No,5,6,4,No,1,1,Medium,4,6,4,Public University,7,Low
2025/11/16 08:47:23 PM GMT+6,22,Male,9,95,Yes,5,2,5,Yes,5,4,Medium,9,7,7,Public University,9,Low
2025/11/16 09:23:51 PM GMT+6,23,Female,0,92,Yes,9,4,7,No,2,2,Low,5,2,2,Public University,10,Low
2025/11/16 10:00:20 PM GMT+6,19,Female,0,67,No,7,1,8,No,7,11,Medium,6,8,9,Private University,19,Medium
2025/11/16 10:36:49 PM GMT+6,21,Male,0,77,Yes,9,8,7,No,2,1,Medium,9,7,2,Private University,8,Low
2025/11/16 11:13:18 PM GMT+6,21,Female,9,57,No,9,8,5,Yes,2,3,Medium,9,3,6,Private University,18,Medium
2025/11/16 11:49:46 PM GMT+6,21,Female,6,98,Yes,5,1,5,Yes,0,3,Low,7,6,5,Private University,1,Low
2025/11/17 12:26:15 AM GMT+6,20,Female,2,81,Yes,3,3,5,No,5,10,Medium,7,6,6,National University,16,Medium
2025/11/17 01:02:44 AM GMT+6,23,Female,5,55,Yes,1,9,9,No,5,1,Low,2,3,4,Private University,8,Low
2025/11/17 01:39:13 AM GMT+6,24,Female,6,47,No,8,8,8,Yes,2,10,Low,2,2,1,Private University,17,Medium
2025/11/17 02:15:42 AM GMT+6,19,Female,9,78,No,7,9,7,Yes,2,1,Medium,3,8,1,National University,3,Low
2025/11/17 02:52:10 AM GMT+6,21,Female,7,70,Yes,8,4,8,No,5,3,High,4,2,8,Public University,18,Medium
2025/11/17 03:28:39 AM GMT+6,21,Female,6,91,No,4,7,7,Yes,0,6,Medium,4,5,6,National University,9,Low
2025/11/17 04:05:08 AM GMT+6,21,Female,9,61,Yes,3,8,8,No,0,9,Medium,8,6,8,Public University,14,Medium
2025/11/17 04:41:37 AM GMT+6,19,Male,0,90,No,6,7,5,No,0,11,Medium,7,9,8,Public University,18,Medium
2025/11/17 05:18:05 AM GMT+6,22,Female,5,63,No,8,3,5,Yes,5,1,Medium,6,2,2,Private University,10,Low
2025/11/17 05:54:34 AM GMT+6,21,Male,5,99,Yes,3,2,4,Yes,1,6,Low,4,6,4,Private University,4,Low
2025/11/17 06:31:03 AM GMT+6,21,Female,2,89,No,2,5,5,Yes,6,2,Low,6,9,8,Public University,7,Low
2025/11/17 07:07:32 AM GMT+6,19,Male,5,71,Yes,7,8,8,No,6,7,Low,2,5,7,Public University,22,High
2025/11/17 07:44:01 AM GMT+6,20,Male,4,59,Yes,5,8,7,Yes,2,9,Low,6,1,7,Private University,21,High
2025/11/17 08:20:29 AM GMT+6,19,Female,2,71,No,4,9,7,No,1,2,Low,2,6,6,Private University,9,Low
2025/11/17 08:56:58 AM GMT+6,20,Female,0,70,No,8,7,5,Yes,4,9,High,3,7,1,Private University,15,Medium
2025/11/17 09:33:27 AM GMT+6,21,Female,9,69,No,9,4,4,Yes,2,8,Low,2,2,8,National University,23,High
2025/11/17 10:09:56 AM GMT+6,20,Male,9,78,No,3,2,6,No,0,3,Medium,7,7,7,National University,2,Low
2025/11/17 10:46:24 AM GMT+6,20,Female,8,66,No,5,4,4,No,0,6,Medium,4,6,1,National University,6,Low
2025/11/17 11:22:53 AM GMT+6,23,Female,7,59,Yes,4,1,6,Yes,4,3,Low,6,2,8,Private University,10,Low
2025/11/17 11:59:22 AM GMT+6,20,Male,0,49,No,1,3,6,Yes,7,8,Low,4,3,1,Public University,9,Low
2025/11/17 12:35:51 PM GMT+6,24,Male,5,61,No,3,4,6,No,6,5,Medium,6,5,1,Private University,8,Low
2025/11/17 01:12:20 PM GMT+6,21,Female,7,76,Yes,9,5,7,No,2,8,Low,5,2,9,Private University,24,High
2025/11/17 01:48:48 PM GMT+6,23,Female,5,44,No,9,6,7,No,7,10,High,8,7,7,Public University,25,High
2025/11/17 02:25:17 PM GMT+6,19,Female,3,78,No,8,7,4,No,6,9,Medium,1,7,8,National University,27,High
2025/11/17 03:01:46 PM GMT+6,23,Female,6,73,No,1,3,8,No,0,4,Low,3,1,9,National University,8,Low
2025/11/17 03:38:15 PM GMT+6,19,Male,0,50,No,9,6,8,Yes,7,8,Medium,3,5,6,Private University,21,High
2025/11/17 04:14:43 PM GMT+6,23,Female,2,86,Yes,2,8,4,No,5,6,Medium,6,7,4,Public University,14,Medium
2025/11/17 04:51:12 PM GMT+6,21,Female,4,85,No,8,5,7,No,5,5,Low,9,2,5,Public University,19,Medium
2025/11/17 05:27:41 PM GMT+6,23,Female,7,81,No,2,8,7,Yes,5,3,High,8,1,7,National University,15,Medium
2025/11/17 06:04:10 PM GMT+6,20,Female,5,82,No,3,7,4,No,1,7,Medium,7,8,2,Public University,8,Low
2025/11/17 06:40:39 PM GMT+6,23,Female,9,77,Yes,9,3,5,No,2,11,Low,2,3,8,Public University,25,High
2025/11/17 07:17:07 PM GMT+6,22,Male,9,53,No,2,9,5,No,7,10,Low,7,1,9,Public University,31,High
2025/11/17 07:53:36 PM GMT+6,19,Male,3,57,Yes,5,1,7,No,3,2,Medium,8,4,7,National University,7,Low
2025/11/17 08:30:05 PM GMT+6,22,Male,1,65,No,4,1,4,No,5,6,Low,2,6,8,Private University,14,Medium
2025/11/17 09:06:34 PM GMT+6,19,Male,4,92,Yes,2,6,7,Yes,5,1,Medium,7,4,4,Private University,5,Low
2025/11/17 09:43:02 PM GMT+6,24,Male,1,88,Yes,3,8,9,No,1,10,Low,1,8,9,Private University,14,Medium
2025/11/17 10:19:31 PM GMT+6,20,Female,6,67,No,8,9,5,No,6,6,Medium,6,3,1,Public University,22,High
2025/11/17 10:56:00 PM GMT+6,20,Male,8,67,Yes,8,6,7,No,6,5,Medium,3,6,4,National University,16,Medium
2025/11/17 11:32:29 PM GMT+6,24,Female,8,45,Yes,2,9,8,Yes,7,9,Medium,4,2,6,Public University,21,High
2025/11/18 12:08:58 AM GMT+6,23,Female,6,84,Yes,4,5,6,No,5,4,Low,4,6,9,Private University,15,Medium
2025/11/18 12:45:26 AM GMT+6,20,Male,6,42,Yes,6,6,8,No,7,9,Medium,7,8,4,Public University,16,Medium
2025/11/18 01:21:55 AM GMT+6,20,Female,8,63,No,4,3,6,Yes,1,9,Medium,6,8,7,Public University,8,Low
2025/11/18 01:58:24 AM GMT+6,23,Male,7,88,Yes,1,1,4,No,3,10,Low,9,3,6,Private University,14,Medium
2025/11/18 02:34:53 AM GMT+6,23,Male,2,52,Yes,9,4,8,Yes,7,2,Low,9,5,8,Private University,15,Medium
2025/11/18 03:11:22 AM GMT+6,19,Male,2,72,No,5,1,9,Yes,0,6,Medium,9,9,2,Private University,-6,Low
2025/11/18 03:47:50 AM GMT+6,22,Female,2,50,Yes,7,2,7,Yes,7,2,High,8,8,7,National University,8,Low
2025/11/18 04:24:19 AM GMT+6,22,Male,2,44,No,8,8,6,No,3,4,Medium,8,7,5,Public University,15,Medium
2025/11/18 05:00:48 AM GMT+6,22,Male,8,56,Yes,9,3,7,No,4,10,High,3,6,1,Private University,14,Medium
2025/11/18 05:37:17 AM GMT+6,24,Male,2,40,Yes,3,6,8,Yes,5,11,Medium,1,7,4,Private University,12,Medium
2025/11/18 06:13:45 AM GMT+6,23,Male,6,97,Yes,7,4,9,No,3,6,Medium,2,9,6,Private University,8,Low
2025/11/18 06:50:14 AM GMT+6,24,Female,3,46,No,5,6,9,No,5,11,Low,7,1,4,Public University,21,High
2025/11/18 07:26:43 AM GMT+6,20,Female,1,79,No,2,1,7,No,0,11,Medium,7,3,4,Private University,8,Low
2025/11/18 08:03:12 AM GMT+6,20,Female,6,77,No,6,6,7,No,4,4,High,2,9,4,Public University,8,Low
2025/11/18 08:39:41 AM GMT+6,21,Female,1,72,Yes,5,9,7,Yes,3,4,High,5,1,4,Public University,15,Medium
2025/11/18 09:16:09 AM GMT+6,20,Female,4,49,No,7,2,7,No,4,1,Medium,8,9,2,National University,0,Low
2025/11/18 09:52:38 AM GMT+6,24,Female,6,84,Yes,3,1,8,Yes,2,6,Low,7,2,8,Private University,8,Low
2025/11/18 10:29:07 AM GMT+6,19,Female,5,40,Yes,6,4,6,Yes,2,7,Medium,6,5,8,Public University,14,Medium
2025/11/18 11:05:36 AM GMT+6,20,Female,7,91,Yes,7,5,7,Yes,0,3,High,1,3,4,Private University,7,Low
2025/11/18 11:42:04 AM GMT+6,22,Female,7,81,No,6,4,9,Yes,2,11,Medium,9,2,7,Public University,17,Medium
2025/11/18 12:18:33 PM GMT+6,21,Male,2,59,Yes,8,3,6,No,7,11,Medium,8,2,3,Public University,24,High
2025/11/18 12:55:02 PM GMT+6,22,Male,4,97,Yes,3,2,4,No,3,1,High,2,9,1,Private University,-3,Low
2025/11/18 01:31:31 PM GMT+6,22,Female,2,58,Yes,4,1,5,No,3,2,Low,6,1,6,National University,10,Low
2025/11/18 02:08:00 PM GMT+6,21,Female,2,68,Yes,5,1,8,Yes,3,2,Medium,8,5,9,National University,5,Low
2025/11/18 02:44:28 PM GMT+6,22,Male,1,72,Yes,9,8,4,No,5,8,Low,1,6,3,Public University,23,High
2025/11/18 03:20:57 PM GMT+6,22,Female,5,64,Yes,7,3,5,No,2,10,High,7,3,8,Public University,22,High
2025/11/18 03:57:26 PM GMT+6,20,Female,7,69,Yes,6,8,7,No,7,10,Medium,9,8,2,Public University,18,Medium
2025/11/18 04:33:55 PM GMT+6,19,Female,4,44,Yes,6,1,7,Yes,1,9,Low,1,7,1,Private University,2,Low
2025/11/18 05:10:23 PM GMT+6,19,Male,7,41,Yes,7,6,6,No,5,4,High,6,2,2,National University,16,Medium
2025/11/18 05:46:52 PM GMT+6,19,Male,9,58,Yes,6,1,5,No,1,7,High,6,4,5,Public University,11,Medium
2025/11/18 06:23:21 PM GMT+6,22,Male,2,66,No,8,3,8,No,0,1,Low,4,4,7,Public University,7,Low
2025/11/18 06:59:50 PM GMT+6,22,Female,2,66,Yes,8,5,5,No,1,5,High,1,6,2,National University,10,Low
2025/11/18 07:36:19 PM GMT+6,24,Male,0,96,No,6,5,8,No,7,2,Medium,7,5,8,National University,15,Medium
2025/11/18 08:12:47 PM GMT+6,21,Female,1,42,No,5,9,7,No,0,8,Medium,7,1,5,National University,19,Medium
2025/11/18 08:49:16 PM GMT+6,23,Female,0,53,Yes,5,4,8,No,6,3,Medium,5,2,1,Public University,9,Low
2025/11/18 09:25:45 PM GMT+6,24,Female,2,42,No,7,1,4,No,1,1,High,2,1,3,National University,8,Low
2025/11/18 10:02:14 PM GMT+6,23,Male,6,42,No,6,7,8,No,0,8,Medium,5,3,4,Private University,14,Medium
2025/11/18 10:38:42 PM GMT+6,21,Female,5,57,Yes,9,1,9,No,2,11,Medium,2,7,3,Public University,10,Low
2025/11/18 11:15:11 PM GMT+6,22,Female,8,83,No,7,2,6,No,0,7,Medium,7,8,6,Private University,8,Low
2025/11/18 11:51:40 PM GMT+6,24,Female,3,96,No,7,7,8,No,3,3,High,3,6,6,Private University,12,Medium
2025/11/19 12:28:09 AM GMT+6,20,Female,2,41,Yes,3,4,8,Yes,3,9,Low,6,7,7,Public University,9,Low
2025/11/19 01:04:38 AM GMT+6,23,Male,8,43,No,9,5,6,Yes,0,9,Low,7,2,1,Private University,14,Medium
2025/11/19 01:41:06 AM GMT+6,23,Male,5,98,Yes,7,6,7,No,7,4,Medium,1,9,9,Public University,17,Medium
2025/11/19 02:17:35 AM GMT+6,23,Male,2,67,No,8,6,9,Yes,6,4,High,8,8,7,Private University,12,Medium
2025/11/19 02:54:04 AM GMT+6,23,Male,3,85,No,5,3,5,No,0,11,Low,5,6,3,Private University,11,Medium
2025/11/19 03:30:33 AM GMT+6,20,Male,7,82,Yes,9,5,5,No,2,6,Low,9,8,2,National University,11,Medium
2025/11/19 04:07:01 AM GMT+6,22,Female,7,42,Yes,2,1,6,No,7,2,Medium,1,8,4,Private University,2,Low
2025/11/19 04:43:30 AM GMT+6,19,Female,2,58,Yes,5,7,8,Yes,1,3,High,7,3,4,Private University,7,Low
2025/11/19 05:19:59 AM GMT+6,21,Female,4,45,No,9,5,8,Yes,1,10,High,8,1,7,Private University,21,High
2025/11/19 05:56:28 AM GMT+6,23,Female,5,80,No,2,3,7,No,7,7,High,1,1,9,National University,20,Medium
2025/11/19 06:32:57 AM GMT+6,24,Female,7,83,No,4,2,7,Yes,5,5,Medium,2,4,4,Public University,7,Low
2025/11/19 07:09:25 AM GMT+6,23,Male,6,80,No,9,6,4,No,6,9,Medium,4,2,5,Private University,29,High
2025/11/19 07:45:54 AM GMT+6,22,Male,2,41,No,9,3,5,Yes,1,7,Low,7,1,3,National University,15,Medium
2025/11/19 08:22:23 AM GMT+6,23,Male,9,98,No,1,1,8,Yes,4,4,Medium,6,8,3,Public University,-5,Low
2025/11/19 08:58:52 AM GMT+6,20,Female,9,51,Yes,1,7,5,Yes,6,5,Medium,7,1,5,Private University,16,Medium
2025/11/19 09:35:21 AM GMT+6,21,Male,4,47,No,8,1,8,No,3,8,High,1,6,9,Public University,15,Medium
2025/11/19 10:11:49 AM GMT+6,19,Male,9,41,Yes,3,8,4,Yes,6,4,High,4,6,4,National University,13,Medium
2025/11/19 10:48:18 AM GMT+6,19,Male,7,80,No,9,1,6,No,6,1,High,2,5,2,Private University,8,Low
2025/11/19 11:24:47 AM GMT+6,24,Female,2,70,Yes,5,1,9,Yes,3,9,Medium,6,6,3,Public University,4,Low
2025/11/19 12:01:16 PM GMT+6,20,Female,8,64,No,8,9,7,Yes,0,6,Low,9,3,6,Public University,17,Medium
2025/11/19 12:37:44 PM GMT+6,21,Male,9,62,Yes,7,6,8,No,3,8,High,3,4,2,National University,14,Medium
2025/11/19 01:14:13 PM GMT+6,21,Male,5,56,Yes,3,2,9,No,3,4,High,9,8,4,National University,-1,Low
2025/11/19 01:50:42 PM GMT+6,24,Male,0,99,Yes,9,9,6,No,0,7,Low,3,4,1,Private University,16,Medium
2025/11/19 02:27:11 PM GMT+6,24,Male,3,49,No,5,2,8,Yes,0,4,Low,6,2,4,National University,3,Low
2025/11/19 03:03:40 PM GMT+6,23,Female,2,69,Yes,7,5,5,No,1,2,Low,4,4,5,Private University,11,Medium
2025/11/19 03:40:08 PM GMT+6,19,Male,0,43,Yes,5,1,9,Yes,1,5,Low,5,8,4,Private University,-3,Low
2025/11/19 04:16:37 PM GMT+6,22,Female,5,90,Yes,5,6,9,No,1,11,Low,7,3,2,Public University,13,Medium
2025/11/19 04:53:06 PM GMT+6,24,Female,1,54,No,5,3,6,No,4,3,High,9,3,2,Private University,8,Low
2025/11/19 05:29:35 PM GMT+6,21,Male,1,77,No,6,3,9,No,1,8,Medium,4,6,2,Private University,5,Low
2025/11/19 06:06:03 PM GMT+6,19,Female,5,74,No,9,6,5,Yes,7,6,Medium,4,9,1,Private University,13,Medium
2025/11/19 06:42:32 PM GMT+6,21,Female,4,46,Yes,4,8,4,Yes,3,3,Low,7,5,7,Private University,14,Medium
2025/11/19 07:19:01 PM GMT+6,22,Male,4,49,Yes,9,6,5,No,2,9,Medium,5,3,8,National University,26,High
2025/11/19 07:55:30 PM GMT+6,20,Male,4,65,No,7,5,6,Yes,3,1,Low,8,3,6,Public University,11,Medium
2025/11/19 08:31:59 PM GMT+6,19,Male,2,41,No,2,9,5,Yes,5,8,Medium,5,3,2,Public University,16,Medium
2025/11/19 09:08:27 PM GMT+6,22,Male,8,54,No,6,5,4,Yes,3,6,Medium,6,7,1,Private University,8,Low
2025/11/19 09:44:56 PM GMT+6,23,Female,0,77,Yes,7,5,4,Yes,6,9,Medium,6,7,1,National University,15,Medium
2025/11/19 10:21:25 PM GMT+6,19,Male,4,67,No,7,8,8,Yes,1,5,High,7,7,9,Private University,13,Medium
2025/11/19 10:57:54 PM GMT+6,22,Male,5,86,Yes,7,5,4,Yes,1,4,Low,1,6,8,Public University,13,Medium
2025/11/19 11:34:22 PM GMT+6,22,Female,1,66,No,4,5,4,No,3,8,Medium,2,9,8,Private University,15,Medium
2025/11/20 12:10:51 AM GMT+6,22,Female,4,99,No,4,6,7,No,6,3,Medium,2,8,8,Public University,12,Medium
2025/11/20 12:47:20 AM GMT+6,24,Female,6,41,Yes,1,9,7,No,4,10,Medium,6,4,3,Private University,16,Medium
2025/11/20 01:23:49 AM GMT+6,22,Female,2,99,Yes,9,7,5,No,5,5,Medium,2,2,1,Public University,20,Medium
2025/11/20 02:00:18 AM GMT+6,19,Female,3,57,Yes,9,9,4,Yes,0,3,High,7,1,4,Private University,18,Medium
2025/11/20 02:36:46 AM GMT+6,21,Female,9,84,No,7,8,9,No,1,5,Low,8,7,8,Private University,13,Medium
2025/11/20 03:13:15 AM GMT+6,24,Male,8,85,No,7,8,8,Yes,2,3,Low,2,4,3,Public University,9,Low
2025/11/20 03:49:44 AM GMT+6,24,Female,9,83,Yes,3,2,9,No,0,2,Low,2,9,9,Private University,-2,Low
2025/11/20 04:26:13 AM GMT+6,20,Female,1,56,No,4,1,9,Yes,3,3,Medium,4,2,6,National University,4,Low
2025/11/20 05:02:41 AM GMT+6,19,Male,5,94,No,2,9,7,No,4,6,Medium,1,1,5,National University,18,Medium
2025/11/20 05:39:10 AM GMT+6,19,Male,8,42,Yes,2,2,9,No,4,11,Low,2,5,8,National University,13,Medium
2025/11/20 06:15:39 AM GMT+6,20,Male,5,41,Yes,3,7,8,Yes,1,8,Medium,8,1,5,National University,13,Medium
2025/11/20 06:52:08 AM GMT+6,21,Female,1,85,No,8,8,4,No,2,4,Medium,4,6,8,Public University,20,Medium
2025/11/20 07:28:37 AM GMT+6,23,Male,4,91,No,2,1,9,No,4,7,Low,4,4,1,Private University,2,Low
2025/11/20 08:05:05 AM GMT+6,21,Female,6,75,Yes,1,5,9,Yes,1,11,Medium,7,1,3,National University,9,Low
2025/11/20 08:41:34 AM GMT+6,23,Female,4,71,No,4,3,6,Yes,3,7,Medium,8,2,2,Private University,9,Low
2025/11/20 09:18:03 AM GMT+6,19,Female,4,90,Yes,8,9,6,Yes,7,8,High,6,6,5,Public University,23,High
2025/11/20 09:54:32 AM GMT+6,22,Female,2,58,No,8,7,9,Yes,4,1,High,4,9,5,Public University,5,Low
2025/11/20 10:31:00 AM GMT+6,21,Female,0,86,Yes,6,8,8,Yes,4,2,Medium,9,3,3,Public University,10,Low
2025/11/20 11:07:29 AM GMT+6,22,Male,8,99,Yes,4,8,5,Yes,6,11,Low,3,4,7,National University,25,High
2025/11/20 11:43:58 AM GMT+6,22,Female,3,88,No,5,4,5,No,6,4,Medium,4,2,7,National University,19,Medium
2025/11/20 12:20:27 PM GMT+6,21,Female,9,55,No,9,1,8,Yes,6,5,Low,1,5,2,Private University,8,Low
2025/11/20 12:56:56 PM GMT+6,23,Female,0,97,Yes,9,1,9,Yes,6,10,Medium,8,7,6,Public University,14,Medium
2025/11/20 01:33:24 PM GMT+6,24,Male,0,47,Yes,4,4,7,Yes,7,10,Medium,4,3,1,National University,14,Medium
2025/11/20 02:09:53 PM GMT+6,19,Male,5,78,Yes,8,9,9,No,1,1,Medium,5,1,3,Private University,12,Medium
2025/11/20 02:46:22 PM GMT+6,19,Female,6,88,No,8,9,9,Yes,0,3,Low,7,2,5,National University,12,Medium
2025/11/20 03:22:51 PM GMT+6,19,Male,7,64,Yes,4,4,9,Yes,2,7,High,4,3,1,Private University,4,Low
2025/11/20 03:59:20 PM GMT+6,22,Male,5,49,No,4,8,7,No,0,1,High,1,1,5,Public University,10,Low
2025/11/20 04:35:48 PM GMT+6,22,Female,9,53,No,5,1,7,Yes,5,2,Low,4,9,4,Private University,-1,Low
2025/11/20 05:12:17 PM GMT+6,19,Male,5,41,Yes,9,7,7,No,0,10,Medium,3,3,4,Private University,20,Medium
2025/11/20 05:48:46 PM GMT+6,22,Male,4,66,Yes,4,6,9,Yes,5,9,Medium,2,2,9,National University,20,Medium
2025/11/20 06:25:15 PM GMT+6,19,Male,4,62,No,7,5,5,Yes,0,5,Medium,3,2,6,National University,14,Medium
2025/11/20 07:01:43 PM GMT+6,24,Male,3,72,Yes,4,7,5,No,6,10,Medium,8,7,9,Public University,24,High
2025/11/20 07:38:12 PM GMT+6,21,Female,6,77,No,9,6,8,No,6,4,Low,2,5,8,Public University,20,Medium
2025/11/20 08:14:41 PM GMT+6,21,Male,5,47,Yes,4,1,4,Yes,5,7,High,1,6,4,Public University,9,Low
2025/11/20 08:51:10 PM GMT+6,19,Male,5,86,No,1,7,8,Yes,1,11,Low,2,5,9,Public University,14,Medium
2025/11/20 09:27:39 PM GMT+6,22,Female,0,62,Yes,7,6,7,Yes,0,2,Low,1,5,9,National University,10,Low
2025/11/20 10:04:07 PM GMT+6,21,Male,4,50,Yes,4,7,4,Yes,2,4,Low,6,3,3,Private University,11,Medium
2025/11/20 10:40:36 PM GMT+6,22,Male,0,74,No,8,3,9,No,3,4,Medium,8,8,9,Private University,10,Low
2025/11/20 11:17:05 PM GMT+6,19,Female,6,95,Yes,4,1,5,Yes,5,4,Medium,8,8,2,Private University,1,Low
2025/11/20 11:53:34 PM GMT+6,20,Male,7,85,No,3,5,4,Yes,7,6,Medium,1,9,3,Private University,9,Low
2025/11/21 12:30:02 AM GMT+6,24,Female,3,42,No,5,7,8,No,7,3,High,8,5,7,Private University,16,Medium
2025/11/21 01:06:31 AM GMT+6,21,Male,4,76,Yes,4,6,4,Yes,0,11,Medium,2,9,5,Public University,11,Medium
2025/11/21 01:43:00 AM GMT+6,24,Male,2,48,Yes,9,8,9,Yes,5,9,Low,2,9,1,National University,12,Medium
2025/11/21 02:19:29 AM GMT+6,20,Female,1,86,Yes,1,7,8,No,1,10,Medium,5,3,2,Public University,10,Low
2025/11/21 02:55:58 AM GMT+6,23,Male,2,86,No,8,4,9,No,6,10,Medium,5,2,4,Public University,21,High
2025/11/21 03:32:26 AM GMT+6,23,Female,2,82,Yes,8,4,8,No,7,8,Low,4,4,4,Private University,19,Medium
2025/11/21 04:08:55 AM GMT+6,19,Female,9,48,No,5,3,7,Yes,3,3,Low,8,9,3,National University,-1,Low
2025/11/21 04:45:24 AM GMT+6,20,Female,2,73,No,8,5,6,No,4,11,Medium,4,7,4,Private University,19,Medium
2025/11/21 05:21:53 AM GMT+6,20,Female,0,48,No,7,8,6,No,3,8,Low,4,3,3,Private University,20,Medium
2025/11/21 05:58:21 AM GMT+6,23,Female,7,74,No,3,3,4,No,5,11,High,5,3,3,Private University,18,Medium
2025/11/21 06:34:50 AM GMT+6,24,Male,0,72,No,9,8,8,Yes,3,7,Medium,9,4,4,National University,17,Medium
2025/11/21 07:11:19 AM GMT+6,20,Male,3,81,No,1,7,8,No,3,11,Medium,9,7,8,Private University,15,Medium
2025/11/21 07:47:48 AM GMT+6,21,Male,1,89,No,9,5,9,No,6,9,Medium,2,7,9,National University,22,High
2025/11/21 08:24:17 AM GMT+6,20,Male,7,55,No,6,7,7,No,0,5,High,1,3,4,Public University,12,Medium
2025/11/21 09:00:45 AM GMT+6,21,Male,0,61,No,2,8,5,Yes,0,8,Medium,6,3,8,Public University,16,Medium
2025/11/21 09:37:14 AM GMT+6,20,Male,7,60,Yes,7,2,9,Yes,0,4,Medium,3,6,7,Public University,3,Low
2025/11/21 10:13:43 AM GMT+6,21,Male,2,88,Yes,6,2,4,Yes,6,6,High,8,6,2,Private University,10,Low
2025/11/21 10:50:12 AM GMT+6,20,Male,2,98,No,5,3,4,Yes,0,10,Medium,8,1,3,Public University,14,Medium
2025/11/21 11:26:40 AM GMT+6,19,Female,0,64,Yes,4,3,6,No,3,10,Low,9,1,6,Private University,19,Medium
